date,location,red_fighter,blue_fighter,winner,weight_class,title_fight,red_knockdowns,blue_knockdowns,red_sig_strike,blue_sig_strike,red_sig_strike_percent,blue_sig_strike_percent,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percent,blue_takedown_percent,red_submission_attempts,blue_submission_attempts,red_reversals,blue_reversals,red_control_time,blue_control_time,red_Record,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str_Acc,red_SApM,red_Str_Def,red_TD_Avg,red_TD_Acc,red_TD_Def,red_Sub_Avg,blue_Record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str_Acc,blue_SApM,blue_Str_Def,blue_TD_Avg,blue_TD_Acc,blue_TD_Def,blue_Sub_Avg
"November 10, 2018","Denver, Colorado, USA    ",Joseph Morales,Eric Shelton,L,Flyweight,N,0,0,24 of 67,16 of 57,35%,28%,28 of 71,45 of 90,1 of 1,7 of 10,100%,70%,4,0,0,1,0:52,6:46, 9-2-0,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",1.58,37%,1.72,60%,0.53,50%,23%,2.6, 12-6-0,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2
"November 10, 2018","Denver, Colorado, USA    ",Mark De La Rosa,Joby Sanchez,W,Bantamweight,N,0,0,66 of 167,55 of 124,39%,44%,68 of 169,85 of 155,0 of 7,0 of 1,0%,0%,0,0,0,0,1:53,1:20, 11-5-0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",3.13,35%,5.00,48%,0.54,13%,40%,0.2, 11-4-0,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4
"November 03, 2018","New York City, New York, USA    ",Daniel Cormier,Derrick Lewis,W,UFC Heavyweight,Y,0,0,19 of 25,4 of 13,76%,30%,42 of 54,5 of 14,4 of 4,0 of 0,100%,---,1,0,0,0,5:10,0:00, 22-3-0 (1 NC),"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",4.25,52%,2.92,54%,1.83,44%,80%,0.4, 25-8-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.49,50%,2.48,41%,0.49,25%,55%,0.0
"November 03, 2018","New York City, New York, USA    ",Chris Weidman,Jacare Souza,L,Middleweight,N,0,1,68 of 193,74 of 132,35%,56%,76 of 201,100 of 158,1 of 1,0 of 0,100%,---,0,0,0,0,0:43,0:07, 15-6-0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.14,52%,3.92,47%,65%,0.9, 26-10-0 (1 NC),"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,47%,2.83,62%,2.57,39%,57%,1.3
"November 03, 2018","New York City, New York, USA    ",David Branch,Jared Cannonier,L,Middleweight,N,0,1,10 of 25,26 of 56,40%,46%,13 of 28,31 of 61,3 of 10,0 of 0,30%,---,0,0,0,0,1:59,0:42, 22-6-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",1.66,39%,1.91,56%,2.55,32%,43%,0.0, 14-5-0,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",3.60,49%,3.19,64%,0.12,33%,62%,0.0
"November 03, 2018","New York City, New York, USA    ",Karl Roberson,Jack Marshman,W,Middleweight,N,0,0,34 of 71,21 of 98,47%,21%,90 of 135,30 of 108,2 of 3,0 of 0,66%,---,0,0,0,0,5:06,0:00, 9-4-0,"6' 1""",185 lbs.,"74""",Southpaw,"Oct 04, 1990",2.87,51%,2.38,57%,0.92,57%,45%,0.7, 23-10-0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2.74,25%,4.19,56%,0.00,0%,20%,0.0
"November 03, 2018","New York City, New York, USA    ",Derek Brunson,Israel Adesanya,L,Middleweight,N,0,3,3 of 14,13 of 23,21%,56%,9 of 23,15 of 25,0 of 7,0 of 0,0%,---,0,0,0,0,1:35,0:10, 23-7-0,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.45,47%,2.68,53%,3.15,34%,94%,0.5, 21-1-0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",3.94,50%,2.59,62%,0.00,0%,80%,0.2
"November 03, 2018","New York City, New York, USA    ",Jason Knight,Jordan Rinaldi,L,Featherweight,N,0,0,12 of 42,20 of 40,28%,50%,62 of 93,98 of 128,0 of 0,3 of 4,---,75%,0,2,0,1,0:12,11:45, 20-5-0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7, 14-7-0,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987",1.56,35%,2.32,59%,1.45,35%,20%,1.2
"November 03, 2018","New York City, New York, USA    ",Sijara Eubanks,Roxanne Modafferi,W,Women's Flyweight,N,1,0,57 of 175,28 of 120,32%,23%,81 of 205,73 of 174,3 of 4,1 of 4,75%,25%,0,0,0,0,5:58,2:38, 8-6-0,"5' 4""",135 lbs.,"67""",Orthodox,"Apr 27, 1985",4.56,43%,3.59,57%,1.94,47%,65%,0.4, 25-20-0,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",2.97,30%,4.92,53%,1.30,21%,25%,0.1
"November 03, 2018","New York City, New York, USA    ",Julio Arce,Sheymon Moraes,L,Featherweight,N,0,2,25 of 119,32 of 102,21%,31%,46 of 145,35 of 105,1 of 5,0 of 0,20%,---,2,0,0,0,4:11,1:38, 17-5-0,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",4.14,35%,3.05,67%,0.49,30%,93%,0.5, 11-4-0,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",3.00,42%,3.64,63%,0.00,0%,53%,0.0
"November 03, 2018","New York City, New York, USA    ",Lyman Good,Ben Saunders,W,Welterweight,N,1,0,14 of 22,12 of 23,63%,52%,17 of 25,12 of 23,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00, 21-6-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0, 22-13-2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3
"November 03, 2018","New York City, New York, USA    ",Matt Frevola,Lando Vannata,D,Lightweight,N,0,2,66 of 176,67 of 164,37%,40%,66 of 177,80 of 177,2 of 6,1 of 5,33%,20%,1,1,1,0,0:42,0:20, 8-3-1,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",2.73,37%,3.49,58%,2.58,37%,40%,1.1, 12-5-2,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.67,44%,4.77,54%,1.12,40%,68%,0.3
"November 03, 2018","New York City, New York, USA    ",Shane Burgos,Kurt Holobaugh,W,Featherweight,N,0,1,17 of 24,21 of 51,70%,41%,17 of 24,26 of 57,0 of 0,0 of 0,---,---,1,0,0,0,0:00,0:13, 14-3-0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",7.95,52%,6.69,57%,0.24,100%,91%,0.1, 17-7-0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",4.51,42%,4.28,46%,0.97,36%,45%,0.7
"November 03, 2018","New York City, New York, USA    ",Adam Wieczorek,Marcos Rogerio de Lima,L,Heavyweight,N,0,0,7 of 38,28 of 59,18%,47%,31 of 65,70 of 112,1 of 2,3 of 5,50%,60%,0,0,0,0,2:15,8:21, 10-2-0,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4, 19-8-1,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",3.39,54%,2.12,54%,1.14,66%,47%,0.6
"October 27, 2018","Moncton, New Brunswick, Canada    ",Volkan Oezdemir,Anthony Smith,L,Light Heavyweight,N,0,0,77 of 148,63 of 117,52%,53%,103 of 175,67 of 121,1 of 1,1 of 3,100%,33%,0,2,0,0,4:56,1:29, 17-6-0,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",4.75,45%,4.27,53%,0.31,18%,80%,0.0, 36-16-0,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",3.03,47%,4.31,42%,0.46,28%,48%,0.8
"October 27, 2018","Moncton, New Brunswick, Canada    ",Michael Johnson,Artem Lobov,W,Featherweight,N,0,0,99 of 219,67 of 189,45%,35%,101 of 222,67 of 189,1 of 1,0 of 0,100%,---,0,0,0,0,0:39,0:00, 20-17-0,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.21,38%,3.82,58%,0.49,45%,77%,0.1, 13-15-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0
"October 27, 2018","Moncton, New Brunswick, Canada    ",Misha Cirkunov,Patrick Cummins,W,Light Heavyweight,N,0,0,11 of 18,3 of 5,61%,60%,65 of 72,6 of 8,1 of 1,0 of 3,100%,0%,2,0,0,0,0:39,1:26, 15-7-0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",3.77,49%,3.08,59%,4.48,44%,70%,1.7, 10-7-0,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",4.26,50%,3.35,55%,4.49,41%,28%,0.1
"October 27, 2018","Moncton, New Brunswick, Canada    ",Andre Soukhamthath,Jonathan Martinez,W,Bantamweight,N,2,0,79 of 138,71 of 111,57%,63%,98 of 157,88 of 128,3 of 3,1 of 2,100%,50%,1,0,0,0,4:27,5:00, 13-8-0,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2, 14-4-0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.53,46%,3.86,58%,0.42,37%,72%,0.0
"October 27, 2018","Moncton, New Brunswick, Canada    ",Gian Villante,Ed Herman,W,Light Heavyweight,N,0,0,81 of 217,84 of 223,37%,37%,81 of 217,85 of 224,0 of 1,0 of 1,0%,0%,0,0,0,0,0:04,0:06, 17-14-0,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.38,44%,5.47,55%,0.45,23%,83%,0.0, 27-15-0 (1 NC),"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.28,48%,3.52,42%,2.08,48%,59%,1.1
"October 27, 2018","Moncton, New Brunswick, Canada    ",Alex Garcia,Court McGee,L,Welterweight,N,0,1,27 of 60,51 of 88,45%,57%,39 of 73,111 of 154,1 of 4,2 of 6,25%,33%,0,0,0,1,3:06,6:37, 15-6-0,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",1.81,31%,3.03,59%,3.72,52%,66%,0.1, 21-10-0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.76,36%,3.78,61%,1.68,23%,69%,0.4
"October 27, 2018","Moncton, New Brunswick, Canada    ",Nordine Taleb,Sean Strickland,L,Welterweight,N,0,1,48 of 95,65 of 177,50%,36%,49 of 96,68 of 180,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:37, 15-7-0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0, 24-3-0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.45,40%,3.73,66%,1.32,61%,82%,0.3
"October 27, 2018","Moncton, New Brunswick, Canada    ",Thibault Gouti,Nasrat Haqparast,L,Lightweight,N,0,1,78 of 284,124 of 256,27%,48%,95 of 306,148 of 282,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,2:55, 12-5-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3, 13-4-0,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",5.19,46%,3.48,71%,0.16,14%,78%,0.0
"October 27, 2018","Moncton, New Brunswick, Canada    ",Calvin Kattar,Chris Fishgold,W,Featherweight,N,1,0,24 of 48,20 of 75,50%,26%,29 of 56,20 of 75,0 of 0,1 of 2,---,50%,0,0,0,0,0:05,0:34, 22-5-0,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",5.07,42%,8.16,50%,0.37,30%,89%,0.0, 18-4-1,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2.01,32%,2.70,46%,2.59,46%,44%,1.3
"October 27, 2018","Moncton, New Brunswick, Canada    ",Sarah Moras,Talita Bernardo,L,Women's Bantamweight,N,0,0,37 of 95,60 of 102,38%,58%,78 of 142,86 of 130,1 of 2,2 of 6,50%,33%,0,1,0,1,1:28,7:04, 6-8-0,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8, 6-4-0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,1.62,22%,28%,0.5
"October 27, 2018","Moncton, New Brunswick, Canada    ",Te Edwards,Don Madge,L,Lightweight,N,0,2,5 of 15,21 of 31,33%,67%,6 of 16,42 of 53,1 of 1,0 of 0,100%,---,0,1,0,0,3:48,0:32, 6-3-0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",1.50,41%,4.15,44%,0.72,100%,44%,0.0, 9-3-1,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",2.08,52%,0.74,67%,2.22,25%,80%,0.7
"October 27, 2018","Moncton, New Brunswick, Canada    ",Arjan Bhullar,Marcelo Golm,W,Heavyweight,N,0,0,47 of 84,43 of 87,55%,49%,99 of 140,59 of 103,1 of 2,0 of 1,50%,0%,0,0,0,0,6:57,0:28, 9-1-0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,1.73,75%,100%,0.0, 6-3-0,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",4.27,58%,4.30,45%,0.45,50%,87%,0.5
"October 27, 2018","Moncton, New Brunswick, Canada    ",Stevie Ray,Jessin Ayari,W,Lightweight,N,0,0,75 of 174,63 of 138,43%,45%,75 of 174,64 of 139,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:06, 23-9-0,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",3.73,44%,2.93,54%,0.75,46%,55%,0.6, 16-6-0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0.00,0%,50%,0.3
"October 06, 2018","Las Vegas, Nevada, USA    ",Khabib Nurmagomedov,Conor McGregor,W,UFC Lightweight,Y,0,0,70 of 119,51 of 81,58%,62%,104 of 157,96 of 128,3 of 7,0 of 0,42%,---,1,0,0,0,12:15,0:00, 29-0-0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.10,48%,1.75,65%,5.32,48%,84%,0.8, 22-6-0,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",5.32,49%,4.66,54%,0.67,55%,66%,0.1
"October 06, 2018","Las Vegas, Nevada, USA    ",Tony Ferguson,Anthony Pettis,W,Lightweight,N,0,1,114 of 194,45 of 99,58%,45%,115 of 195,49 of 104,0 of 0,0 of 0,---,---,0,0,0,0,0:04,1:11, 26-6-0,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",5.15,45%,3.78,59%,0.42,42%,67%,1.1, 24-10-0,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",3.05,47%,3.44,54%,0.61,50%,60%,1.1
"October 06, 2018","Las Vegas, Nevada, USA    ",Ovince Saint Preux,Dominick Reyes,L,Light Heavyweight,N,0,1,38 of 71,94 of 142,53%,66%,39 of 72,101 of 150,1 of 9,0 of 2,11%,0%,0,0,0,0,1:33,1:26, 25-16-0,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",2.65,46%,3.07,45%,1.21,38%,66%,0.6, 12-3-0,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",4.77,50%,3.73,48%,0.36,28%,80%,0.4
"October 06, 2018","Las Vegas, Nevada, USA    ",Derrick Lewis,Alexander Volkov,W,Heavyweight,N,1,0,39 of 70,121 of 171,55%,70%,40 of 71,133 of 183,0 of 2,1 of 2,0%,50%,0,0,1,0,0:43,1:46, 25-8-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.49,50%,2.48,41%,0.49,25%,55%,0.0, 34-9-0,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.86,57%,2.95,54%,0.53,70%,73%,0.1
"October 06, 2018","Las Vegas, Nevada, USA    ",Michelle Waterson,Felice Herrig,W,Women's Strawweight,N,0,0,76 of 107,51 of 100,71%,51%,131 of 163,70 of 126,0 of 4,1 of 4,0%,25%,0,0,0,0,2:49,5:58, 18-9-0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.57,48%,4.13,50%,1.40,32%,67%,0.8, 14-9-0,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",3.63,36%,4.84,49%,1.18,30%,72%,0.9
"October 06, 2018","Las Vegas, Nevada, USA    ",Sergio Pettis,Jussier Formiga,L,Flyweight,N,0,0,30 of 97,18 of 37,30%,48%,91 of 161,90 of 123,0 of 0,2 of 5,---,40%,0,0,0,0,0:00,7:26, 18-5-0,"5' 6""",125 lbs.,"69""",Orthodox,"Aug 18, 1993",3.88,37%,2.91,65%,0.85,40%,67%,0.4, 23-8-0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.42,39%,2.34,64%,1.82,35%,87%,0.6
"October 06, 2018","Las Vegas, Nevada, USA    ",Vicente Luque,Jalin Turner,W,Welterweight,N,1,0,41 of 64,31 of 58,64%,53%,41 of 64,31 of 58,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00, 21-7-1,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.65,54%,5.67,52%,0.64,50%,64%,1.0, 11-5-0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",6.20,47%,4.12,45%,0.98,75%,78%,1.9
"October 06, 2018","Las Vegas, Nevada, USA    ",Aspen Ladd,Tonya Evinger,W,Women's Bantamweight,N,0,0,50 of 73,9 of 16,68%,56%,59 of 84,15 of 22,0 of 0,0 of 1,---,0%,0,0,0,0,1:53,1:02, 9-2-0,"5' 6""",145 lbs.,"66""",Orthodox,"Mar 01, 1995",3.64,49%,3.93,49%,1.46,46%,57%,0.7, 19-8-0 (1 NC),"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",1.16,42%,4.02,38%,0.93,30%,33%,0.9
"October 06, 2018","Las Vegas, Nevada, USA    ",Scott Holtzman,Alan Patrick,W,Lightweight,N,1,0,73 of 111,25 of 62,65%,40%,96 of 138,27 of 65,1 of 2,0 of 4,50%,0%,0,0,0,0,5:36,0:13, 14-5-0,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.32,48%,3.58,53%,2.07,56%,66%,0.2, 15-3-0 (1 NC),"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",1.76,40%,2.90,44%,3.24,35%,46%,0.3
"October 06, 2018","Las Vegas, Nevada, USA    ",Lina Lansberg,Yana Kunitskaya,L,Women's Bantamweight,N,0,0,43 of 87,72 of 111,49%,64%,61 of 109,159 of 208,0 of 0,5 of 8,---,62%,1,1,0,0,0:18,9:53, 10-5-0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.76,57%,3.70,44%,0.71,33%,50%,0.1, 14-6-0 (1 NC),"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",4.28,56%,2.94,50%,1.53,53%,50%,0.2
"October 06, 2018","Las Vegas, Nevada, USA    ",Gray Maynard,Nik Lentz,L,Lightweight,N,0,1,13 of 27,75 of 101,48%,74%,13 of 27,92 of 121,0 of 0,2 of 5,---,40%,0,1,0,0,0:08,3:34, 13-7-1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",1.92,32%,2.64,66%,2.91,47%,81%,0.7, 30-12-2 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.30,32%,43%,1.2
"October 06, 2018","Las Vegas, Nevada, USA    ",Ryan LaFlare,Anthony Rocco Martin,L,Welterweight,N,0,2,35 of 68,36 of 77,51%,46%,38 of 72,38 of 79,0 of 1,0 of 0,0%,---,0,1,0,0,0:21,3:35, 14-3-0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2, 17-6-0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2.68,37%,2.59,58%,0.71,27%,68%,1.0
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Thiago Santos,Eryk Anders,W,Light Heavyweight,N,0,0,100 of 152,32 of 67,65%,47%,115 of 167,34 of 69,1 of 1,6 of 10,100%,60%,0,1,1,0,1:52,5:53, 22-9-0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.95,48%,2.28,56%,0.61,36%,66%,0.1, 14-5-0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",3.20,47%,3.96,51%,1.47,32%,76%,0.1
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Alex Oliveira,Carlo Pedersoli Jr.,W,Welterweight,N,0,0,7 of 10,2 of 4,70%,50%,10 of 13,2 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00, 22-11-1 (2 NC),"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.97,51%,2.38,47%,2.27,37%,63%,0.5, 11-3-0,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",4.17,37%,4.12,61%,2.91,44%,0%,0.0
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Sam Alvey,Rogerio Nogueira,L,Light Heavyweight,N,0,1,34 of 82,26 of 52,41%,50%,34 of 82,26 of 53,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03, 33-16-1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.29,44%,3.52,53%,0.07,16%,81%,0.1, 23-10-0,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Renan Barao,Andre Ewell,L,Bantamweight,N,0,1,44 of 101,53 of 123,43%,43%,67 of 124,57 of 128,3 of 5,1 of 1,60%,100%,2,0,0,0,4:54,0:28, 34-9-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,1.49,41%,91%,0.5, 17-8-0,"5' 8""",135 lbs.,"75""",Southpaw,"Jan 21, 1988",4.35,41%,4.30,53%,0.27,66%,70%,0.1
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Randa Markos,Marina Rodriguez,D,Women's Strawweight,N,0,0,48 of 116,60 of 142,41%,42%,66 of 139,71 of 153,2 of 5,0 of 0,40%,---,0,0,0,1,5:43,0:58, 11-12-1,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.97,43%,3.10,58%,1.12,28%,52%,0.2, 15-1-2,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",5.05,49%,3.00,57%,0.22,33%,67%,0.2
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Charles Oliveira,Christos Giagos,W,Lightweight,N,0,0,28 of 60,18 of 80,46%,22%,28 of 60,20 of 82,2 of 4,0 of 0,50%,---,1,0,0,0,1:21,0:07, 31-8-0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.26,52%,3.01,53%,2.64,44%,57%,2.7, 19-9-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2.88,41%,2.93,49%,3.31,41%,52%,0.5
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Francisco Trinaldo,Evan Dunham,W,Lightweight,N,1,0,28 of 69,25 of 85,40%,29%,28 of 69,28 of 88,0 of 1,1 of 2,0%,50%,0,0,1,0,0:58,0:32, 27-8-0,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.04,43%,2.62,60%,1.03,44%,59%,0.5, 18-9-1,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Luis Henrique,Ryan Spann,L,Light Heavyweight,N,0,0,30 of 59,46 of 97,50%,47%,48 of 78,50 of 101,4 of 11,0 of 0,36%,---,1,1,0,1,5:03,5:08, 10-5-0 (1 NC),"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",1.81,43%,2.22,47%,3.09,36%,50%,1.0, 19-7-0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.43,44%,3.54,47%,1.58,38%,60%,1.6
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Augusto Sakai,Chase Sherman,W,Heavyweight,N,0,0,111 of 218,79 of 178,50%,44%,125 of 233,84 of 183,1 of 1,0 of 0,100%,---,0,0,0,0,1:09,1:12, 15-3-1,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",5.10,48%,3.98,50%,0.14,50%,66%,0.0, 15-8-0,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",6.24,45%,6.33,51%,0.00,0%,82%,0.0
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Sergio Moraes,Ben Saunders,W,Welterweight,N,0,0,2 of 3,1 of 2,66%,50%,17 of 20,55 of 56,2 of 2,0 of 0,100%,---,2,0,0,0,8:05,0:00, 14-6-1,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2.42,42%,3.73,59%,1.20,38%,75%,0.4, 22-13-2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Mayra Bueno Silva,Gillian Robertson,W,Women's Flyweight,N,0,0,11 of 32,11 of 18,34%,61%,12 of 33,17 of 27,0 of 0,1 of 3,---,33%,1,0,0,0,0:14,2:42, 7-2-1,"5' 6""",125 lbs.,"66""",Orthodox,"Aug 22, 1991",3.82,53%,5.22,55%,0.00,0%,71%,1.1, 9-6-0,"5' 5""",125 lbs.,"63""",Orthodox,"May 17, 1995",2.01,49%,2.52,51%,2.54,47%,16%,0.9
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil    ",Thales Leites,Hector Lombard,W,Middleweight,N,0,0,54 of 117,46 of 80,46%,57%,60 of 123,62 of 98,2 of 3,0 of 0,66%,---,0,0,0,0,0:20,1:33, 28-9-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.10,27%,30%,1.1, 34-10-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5
